seq,chapter,sentence,slen,note,noun,verb,adj,adv,con,pron,punct,dt,other,text,pos
4264,48,22,23,,5,6,1,1,4,3,3,3,0,"She had never heard of his having had any relations, except a father and mother, both of whom had been dead many years.","[('She', 'PRP'), ('had', 'VBD'), ('never', 'RB'), ('heard', 'VBN'), ('of', 'IN'), ('his', 'PRP$'), ('having', 'NN'), ('had', 'VBD'), ('any', 'DT'), ('relations', 'NNS'), (',', ','), ('except', 'IN'), ('a', 'DT'), ('father', 'NN'), ('and', 'CC'), ('mother', 'NN'), (',', ','), ('both', 'DT'), ('of', 'IN'), ('whom', 'WP'), ('had', 'VBD'), ('been', 'VBN'), ('dead', 'VBN'), ('many', 'JJ'), ('years', 'NNS'), ('.', '.')]"
4265,48,23,38,,6,6,4,4,9,4,6,4,1,"It was possible, however, that some of his companions in the ----shire might be able to give more information; and though she was not very sanguine in expecting it, the application was a something to look forward to.","[('It', 'PRP'), ('was', 'VBD'), ('possible', 'JJ'), (',', ','), ('however', 'RB'), (',', ','), ('that', 'IN'), ('some', 'DT'), ('of', 'IN'), ('his', 'PRP$'), ('companions', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('----', ':'), ('shire', 'NN'), ('might', 'MD'), ('be', 'VB'), ('able', 'JJ'), ('to', 'TO'), ('give', 'VB'), ('more', 'JJR'), ('information', 'NN'), (';', ':'), ('and', 'CC'), ('though', 'IN'), ('she', 'PRP'), ('was', 'VBD'), ('not', 'RB'), ('very', 'RB'), ('sanguine', 'JJ'), ('in', 'IN'), ('expecting', 'NN'), ('it', 'PRP'), (',', ','), ('the', 'DT'), ('application', 'NN'), ('was', 'VBD'), ('a', 'DT'), ('something', 'NN'), ('to', 'TO'), ('look', 'VB'), ('forward', 'RB'), ('to', 'TO'), ('.', '.')]"
4266,48,24,23,,6,4,1,3,4,0,2,5,0,Every day at Longbourn was now a day of anxiety; but the most anxious part of each was when the post was expected.,"[('Every', 'DT'), ('day', 'NN'), ('at', 'IN'), ('Longbourn', 'NNP'), ('was', 'VBD'), ('now', 'RB'), ('a', 'DT'), ('day', 'NN'), ('of', 'IN'), ('anxiety', 'NN'), (';', ':'), ('but', 'CC'), ('the', 'DT'), ('most', 'RBS'), ('anxious', 'JJ'), ('part', 'NN'), ('of', 'IN'), ('each', 'DT'), ('was', 'VBD'), ('when', 'WRB'), ('the', 'DT'), ('post', 'NN'), ('was', 'VBD'), ('expected', 'VBN'), ('.', '.')]"
4267,48,25,13,,6,2,0,0,2,0,1,3,1,The arrival of letters was the grand object of every morning's impatience.,"[('The', 'DT'), ('arrival', 'NN'), ('of', 'IN'), ('letters', 'NNS'), ('was', 'VBD'), ('the', 'DT'), ('grand', 'NN'), ('object', 'NN'), ('of', 'IN'), ('every', 'DT'), ('morning', 'NN'), (""'"", ""''""), ('s', 'NNS'), ('impatience', 'VBP'), ('.', '.')]"
4268,48,26,26,,5,8,2,1,7,0,3,2,1,"Through letters, whatever of good or bad was to be told would be communicated, and every succeeding day was expected to bring some news of importance.","[('Through', 'IN'), ('letters', 'NNS'), (',', ','), ('whatever', 'RB'), ('of', 'IN'), ('good', 'JJ'), ('or', 'CC'), ('bad', 'JJ'), ('was', 'VBD'), ('to', 'TO'), ('be', 'VB'), ('told', 'VBN'), ('would', 'MD'), ('be', 'VB'), ('communicated', 'VBN'), (',', ','), ('and', 'CC'), ('every', 'DT'), ('succeeding', 'NN'), ('day', 'NN'), ('was', 'VBD'), ('expected', 'VBN'), ('to', 'TO'), ('bring', 'VB'), ('some', 'DT'), ('news', 'NN'), ('of', 'IN'), ('importance', 'NN'), ('.', '.')]"
4269,48,27,57,,13,11,1,4,13,10,13,4,1,"But before they heard again from Mr. Gardiner, a letter arrived for their father, from a different quarter, from Mr. Collins; which, as Jane had received directions to open all that came for him in his absence, she accordingly read; and Elizabeth, who knew what curiosities his letters always were, looked over her, and read it likewise.","[('But', 'CC'), ('before', 'IN'), ('they', 'PRP'), ('heard', 'VBP'), ('again', 'RB'), ('from', 'IN'), ('Mr', 'NNP'), ('.', '.'), ('Gardiner', 'NNP'), (',', ','), ('a', 'DT'), ('letter', 'NN'), ('arrived', 'VBN'), ('for', 'IN'), ('their', 'PRP$'), ('father', 'NN'), (',', ','), ('from', 'IN'), ('a', 'DT'), ('different', 'JJ'), ('quarter', 'NN'), (',', ','), ('from', 'IN'), ('Mr', 'NNP'), ('.', '.'), ('Collins', 'NNP'), (';', ':'), ('which', 'WDT'), (',', ','), ('as', 'IN'), ('Jane', 'NNP'), ('had', 'VBD'), ('received', 'VBN'), ('directions', 'NNS'), ('to', 'TO'), ('open', 'VB'), ('all', 'DT'), ('that', 'DT'), ('came', 'VBD'), ('for', 'IN'), ('him', 'PRP'), ('in', 'IN'), ('his', 'PRP$'), ('absence', 'NN'), (',', ','), ('she', 'PRP'), ('accordingly', 'RB'), ('read', 'VB'), (';', ':'), ('and', 'CC'), ('Elizabeth', 'NNP'), (',', ','), ('who', 'WP'), ('knew', 'RB'), ('what', 'WP'), ('curiosities', 'NNS'), ('his', 'PRP$'), ('letters', 'NNS'), ('always', 'RB'), ('were', 'VBD'), (',', ','), ('looked', 'VBN'), ('over', 'IN'), ('her', 'PRP$'), (',', ','), ('and', 'CC'), ('read', 'VB'), ('it', 'PRP'), ('likewise', 'VB'), ('.', '.')]"
4270,48,28,44,,12,8,1,1,12,8,8,2,1,"It was as follows: ""MY DEAR SIR, ""I feel myself called upon, by our relationship, and my situation in life, to condole with you on the grievous affliction you are now suffering under, of which we were yesterday informed by a letter from Hertfordshire.","[('It', 'PRP'), ('was', 'VBD'), ('as', 'IN'), ('follows', 'NNS'), (':', ':'), ('""', ':'), ('MY', 'NNP'), ('DEAR', 'NNP'), ('SIR', 'NNP'), (',', ','), ('""', 'NNP'), ('I', 'PRP'), ('feel', 'VBP'), ('myself', 'PRP'), ('called', 'VBN'), ('upon', 'IN'), (',', ','), ('by', 'IN'), ('our', 'PRP$'), ('relationship', 'NN'), (',', ','), ('and', 'CC'), ('my', 'PRP$'), ('situation', 'NN'), ('in', 'IN'), ('life', 'NN'), (',', ','), ('to', 'TO'), ('condole', 'VB'), ('with', 'IN'), ('you', 'PRP'), ('on', 'IN'), ('the', 'DT'), ('grievous', 'JJ'), ('affliction', 'NN'), ('you', 'PRP'), ('are', 'VBP'), ('now', 'RB'), ('suffering', 'VBG'), ('under', 'IN'), (',', ','), ('of', 'IN'), ('which', 'WDT'), ('we', 'PRP'), ('were', 'VBD'), ('yesterday', 'NN'), ('informed', 'VBN'), ('by', 'IN'), ('a', 'DT'), ('letter', 'NN'), ('from', 'IN'), ('Hertfordshire', 'NNP'), ('.', '.')]"
4271,48,29,40,,10,6,2,1,8,5,7,4,4,"Be assured, my dear sir, that Mrs. Collins and myself sincerely sympathise with you and all your respectable family, in your present distress, which must be of the bitterest kind, because proceeding from a cause which no time can remove.","[('Be', 'VB'), ('assured', 'VBN'), (',', ','), ('my', 'PRP$'), ('dear', 'NN'), ('sir', 'NN'), (',', ','), ('that', 'IN'), ('Mrs', 'NNP'), ('.', '.'), ('Collins', 'NNP'), ('and', 'CC'), ('myself', 'PRP'), ('sincerely', 'RB'), ('sympathise', 'VBP'), ('with', 'IN'), ('you', 'PRP'), ('and', 'CC'), ('all', 'DT'), ('your', 'PRP$'), ('respectable', 'JJ'), ('family', 'NN'), (',', ','), ('in', 'IN'), ('your', 'PRP$'), ('present', 'NN'), ('distress', 'NN'), (',', ','), ('which', 'WDT'), ('must', 'MD'), ('be', 'VB'), ('of', 'IN'), ('the', 'DT'), ('bitterest', 'JJS'), ('kind', 'NN'), (',', ','), ('because', 'IN'), ('proceeding', 'VBG'), ('from', 'IN'), ('a', 'DT'), ('cause', 'NN'), ('which', 'WDT'), ('no', 'DT'), ('time', 'NN'), ('can', 'MD'), ('remove', 'VB'), ('.', '.')]"
4272,48,30,37,,7,7,2,1,6,2,3,6,7,"No arguments shall be wanting on my part that can alleviate so severe a misfortune--or that may comfort you, under a circumstance that must be of all others the most afflicting to a parent's mind.","[('No', 'DT'), ('arguments', 'NNS'), ('shall', 'MD'), ('be', 'VB'), ('wanting', 'VBG'), ('on', 'IN'), ('my', 'PRP$'), ('part', 'NN'), ('that', 'WDT'), ('can', 'MD'), ('alleviate', 'VB'), ('so', 'RB'), ('severe', 'JJ'), ('a', 'DT'), ('misfortune', 'NN'), ('--', ':'), ('or', 'CC'), ('that', 'IN'), ('may', 'MD'), ('comfort', 'VB'), ('you', 'PRP'), (',', ','), ('under', 'IN'), ('a', 'DT'), ('circumstance', 'NN'), ('that', 'WDT'), ('must', 'MD'), ('be', 'VB'), ('of', 'IN'), ('all', 'DT'), ('others', 'NNS'), ('the', 'DT'), ('most', 'JJS'), ('afflicting', 'VBG'), ('to', 'TO'), ('a', 'DT'), ('parent', 'NN'), (""'"", ""''""), ('s', 'NNS'), ('mind', 'VBP'), ('.', '.')]"
4273,48,31,14,,4,2,0,0,3,1,1,3,1,The death of your daughter would have been a blessing in comparison of this.,"[('The', 'DT'), ('death', 'NN'), ('of', 'IN'), ('your', 'PRP$'), ('daughter', 'NN'), ('would', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('a', 'DT'), ('blessing', 'NN'), ('in', 'IN'), ('comparison', 'NN'), ('of', 'IN'), ('this', 'DT'), ('.', '.')]"
4274,48,32,77,,16,12,5,5,20,9,10,7,3,"And it is the more to be lamented, because there is reason to suppose as my dear Charlotte informs me, that this licentiousness of behaviour in your daughter has proceeded from a faulty degree of indulgence; though, at the same time, for the consolation of yourself and Mrs. Bennet, I am inclined to think that her own disposition must be naturally bad, or she could not be guilty of such an enormity, at so early an age.","[('And', 'CC'), ('it', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('more', 'RBR'), ('to', 'TO'), ('be', 'VB'), ('lamented', 'VBN'), (',', ','), ('because', 'IN'), ('there', 'EX'), ('is', 'VBZ'), ('reason', 'NN'), ('to', 'TO'), ('suppose', 'VB'), ('as', 'IN'), ('my', 'PRP$'), ('dear', 'NN'), ('Charlotte', 'NNP'), ('informs', 'NNS'), ('me', 'PRP'), (',', ','), ('that', 'IN'), ('this', 'DT'), ('licentiousness', 'NN'), ('of', 'IN'), ('behaviour', 'PRP$'), ('in', 'IN'), ('your', 'PRP$'), ('daughter', 'NN'), ('has', 'VBZ'), ('proceeded', 'VBN'), ('from', 'IN'), ('a', 'DT'), ('faulty', 'NN'), ('degree', 'NN'), ('of', 'IN'), ('indulgence', 'NN'), (';', ':'), ('though', 'IN'), (',', ','), ('at', 'IN'), ('the', 'DT'), ('same', 'JJ'), ('time', 'NN'), (',', ','), ('for', 'IN'), ('the', 'DT'), ('consolation', 'NN'), ('of', 'IN'), ('yourself', 'PRP'), ('and', 'CC'), ('Mrs', 'NNP'), ('.', '.'), ('Bennet', 'NNP'), (',', ','), ('I', 'PRP'), ('am', 'VBP'), ('inclined', 'VBN'), ('to', 'TO'), ('think', 'VB'), ('that', 'IN'), ('her', 'PRP$'), ('own', 'JJ'), ('disposition', 'NN'), ('must', 'MD'), ('be', 'VB'), ('naturally', 'RB'), ('bad', 'JJ'), (',', ','), ('or', 'CC'), ('she', 'PRP'), ('could', 'MD'), ('not', 'RB'), ('be', 'VB'), ('guilty', 'JJ'), ('of', 'IN'), ('such', 'JJ'), ('an', 'DT'), ('enormity', 'NN'), (',', ','), ('at', 'IN'), ('so', 'RB'), ('early', 'RB'), ('an', 'DT'), ('age', 'NN'), ('.', '.')]"
4275,48,33,36,,7,10,0,4,8,4,6,1,2,"Howsoever that may be, you are grievously to be pitied; in which opinion I am not only joined by Mrs. Collins, but likewise by Lady Catherine and her daughter, to whom I have related the affair.","[('Howsoever', 'RB'), ('that', 'IN'), ('may', 'MD'), ('be', 'VB'), (',', ','), ('you', 'PRP'), ('are', 'VBP'), ('grievously', 'RB'), ('to', 'TO'), ('be', 'VB'), ('pitied', 'VBN'), (';', ':'), ('in', 'IN'), ('which', 'WDT'), ('opinion', 'NN'), ('I', 'PRP'), ('am', 'VBP'), ('not', 'RB'), ('only', 'RB'), ('joined', 'VBN'), ('by', 'IN'), ('Mrs', 'NNP'), ('.', '.'), ('Collins', 'NNP'), (',', ','), ('but', 'CC'), ('likewise', 'VB'), ('by', 'IN'), ('Lady', 'NNP'), ('Catherine', 'NNP'), ('and', 'CC'), ('her', 'PRP$'), ('daughter', 'NN'), (',', ','), ('to', 'TO'), ('whom', 'VB'), ('I', 'PRP'), ('have', 'VBP'), ('related', 'VBN'), ('the', 'DT'), ('affair', 'NN'), ('.', '.')]"
4276,48,34,38,,8,5,2,1,9,5,4,5,3,"They agree with me in apprehending that this false step in one daughter will be injurious to the fortunes of all the others; for who, as Lady Catherine herself condescendingly says, will connect themselves with such a family?","[('They', 'PRP'), ('agree', 'VBP'), ('with', 'IN'), ('me', 'PRP'), ('in', 'IN'), ('apprehending', 'VBG'), ('that', 'IN'), ('this', 'DT'), ('false', 'NN'), ('step', 'NN'), ('in', 'IN'), ('one', 'CD'), ('daughter', 'NN'), ('will', 'MD'), ('be', 'VB'), ('injurious', 'JJ'), ('to', 'TO'), ('the', 'DT'), ('fortunes', 'NNS'), ('of', 'IN'), ('all', 'DT'), ('the', 'DT'), ('others', 'NNS'), (';', ':'), ('for', 'IN'), ('who', 'WP'), (',', ','), ('as', 'IN'), ('Lady', 'NNP'), ('Catherine', 'NNP'), ('herself', 'PRP'), ('condescendingly', 'RB'), ('says', 'VBZ'), (',', ','), ('will', 'MD'), ('connect', 'VB'), ('themselves', 'PRP'), ('with', 'IN'), ('such', 'JJ'), ('a', 'DT'), ('family', 'NN'), ('?', '.')]"
4277,48,35,34,,7,6,3,2,8,4,5,3,1,"And this consideration leads me moreover to reflect, with augmented satisfaction, on a certain event of last November; for had it been otherwise, I must have been involved in all your sorrow and disgrace.","[('And', 'CC'), ('this', 'DT'), ('consideration', 'NN'), ('leads', 'NNS'), ('me', 'PRP'), ('moreover', 'RB'), ('to', 'TO'), ('reflect', 'VB'), (',', ','), ('with', 'IN'), ('augmented', 'JJ'), ('satisfaction', 'NN'), (',', ','), ('on', 'IN'), ('a', 'DT'), ('certain', 'JJ'), ('event', 'NN'), ('of', 'IN'), ('last', 'JJ'), ('November', 'NNP'), (';', ':'), ('for', 'IN'), ('had', 'VBD'), ('it', 'PRP'), ('been', 'VBN'), ('otherwise', 'RB'), (',', ','), ('I', 'PRP'), ('must', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('involved', 'VBN'), ('in', 'IN'), ('all', 'DT'), ('your', 'PRP$'), ('sorrow', 'NN'), ('and', 'CC'), ('disgrace', 'NN'), ('.', '.')]"
4278,48,36,37,,6,5,6,2,9,7,5,1,1,"Let me then advise you, dear sir, to console yourself as much as possible, to throw off your unworthy child from your affection for ever, and leave her to reap the fruits of her own heinous offense.","[('Let', 'NNP'), ('me', 'PRP'), ('then', 'RB'), ('advise', 'VBP'), ('you', 'PRP'), (',', ','), ('dear', 'JJ'), ('sir', 'NN'), (',', ','), ('to', 'TO'), ('console', 'VB'), ('yourself', 'PRP'), ('as', 'IN'), ('much', 'JJ'), ('as', 'IN'), ('possible', 'JJ'), (',', ','), ('to', 'TO'), ('throw', 'VB'), ('off', 'RP'), ('your', 'PRP$'), ('unworthy', 'JJ'), ('child', 'NN'), ('from', 'IN'), ('your', 'PRP$'), ('affection', 'NN'), ('for', 'IN'), ('ever', 'RB'), (',', ','), ('and', 'CC'), ('leave', 'VB'), ('her', 'PRP$'), ('to', 'TO'), ('reap', 'VB'), ('the', 'DT'), ('fruits', 'NNS'), ('of', 'IN'), ('her', 'PRP$'), ('own', 'JJ'), ('heinous', 'JJ'), ('offense', 'NN'), ('.', '.')]"
4279,48,37,6,,4,1,1,0,0,1,4,0,0,"""I am, dear sir, etc., etc.""","[('""', 'NN'), ('I', 'PRP'), ('am', 'VBP'), (',', ','), ('dear', 'JJ'), ('sir', 'NN'), (',', ','), ('etc', 'NN'), ('.,', ':'), ('etc', 'NN'), ('.""', ':')]"
4280,48,38,26,,6,7,1,3,5,2,3,2,0,Mr. Gardiner did not write again till he had received an answer from Colonel Forster; and then he had nothing of a pleasant nature to send.,"[('Mr', 'NNP'), ('.', '.'), ('Gardiner', 'NNP'), ('did', 'VBD'), ('not', 'RB'), ('write', 'VB'), ('again', 'RB'), ('till', 'IN'), ('he', 'PRP'), ('had', 'VBD'), ('received', 'VBN'), ('an', 'DT'), ('answer', 'NN'), ('from', 'IN'), ('Colonel', 'NNP'), ('Forster', 'NNP'), (';', ':'), ('and', 'CC'), ('then', 'RB'), ('he', 'PRP'), ('had', 'VBD'), ('nothing', 'VBG'), ('of', 'IN'), ('a', 'DT'), ('pleasant', 'JJ'), ('nature', 'NN'), ('to', 'TO'), ('send', 'VB'), ('.', '.')]"
4281,48,39,28,,4,7,2,1,4,5,2,3,2,"It was not known that Wickham had a single relationship with whom he kept up any connection, and it was certain that he had no near one living.","[('It', 'PRP'), ('was', 'VBD'), ('not', 'RB'), ('known', 'VBN'), ('that', 'IN'), ('Wickham', 'NNP'), ('had', 'VBD'), ('a', 'DT'), ('single', 'JJ'), ('relationship', 'NN'), ('with', 'IN'), ('whom', 'WP'), ('he', 'PRP'), ('kept', 'VBD'), ('up', 'RP'), ('any', 'DT'), ('connection', 'NN'), (',', ','), ('and', 'CC'), ('it', 'PRP'), ('was', 'VBD'), ('certain', 'JJ'), ('that', 'IN'), ('he', 'PRP'), ('had', 'VBD'), ('no', 'DT'), ('near', 'NN'), ('one', 'CD'), ('living', 'VBG'), ('.', '.')]"
4282,48,40,30,,4,7,3,1,8,5,3,2,0,"His former acquaintances had been numerous; but since he had been in the militia, it did not appear that he was on terms of particular friendship with any of them.","[('His', 'PRP$'), ('former', 'JJ'), ('acquaintances', 'NNS'), ('had', 'VBD'), ('been', 'VBN'), ('numerous', 'JJ'), (';', ':'), ('but', 'CC'), ('since', 'IN'), ('he', 'PRP'), ('had', 'VBD'), ('been', 'VBN'), ('in', 'IN'), ('the', 'DT'), ('militia', 'NN'), (',', ','), ('it', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('appear', 'VB'), ('that', 'IN'), ('he', 'PRP'), ('was', 'VBD'), ('on', 'IN'), ('terms', 'NNS'), ('of', 'IN'), ('particular', 'JJ'), ('friendship', 'NN'), ('with', 'IN'), ('any', 'DT'), ('of', 'IN'), ('them', 'PRP'), ('.', '.')]"
4283,48,41,18,,2,4,1,2,2,2,3,2,3,"There was no one, therefore, who could be pointed out as likely to give any news of him.","[('There', 'EX'), ('was', 'VBD'), ('no', 'DT'), ('one', 'NN'), (',', ','), ('therefore', 'RB'), (',', ','), ('who', 'WP'), ('could', 'MD'), ('be', 'VB'), ('pointed', 'VBN'), ('out', 'RP'), ('as', 'RB'), ('likely', 'JJ'), ('to', 'TO'), ('give', 'VB'), ('any', 'DT'), ('news', 'NN'), ('of', 'IN'), ('him', 'PRP'), ('.', '.')]"
4284,48,42,46,,11,6,5,3,12,5,4,3,2,"And in the wretched state of his own finances, there was a very powerful motive for secrecy, in addition to his fear of discovery by Lydia's relations, for it had just transpired that he had left gaming debts behind him to a very considerable amount.","[('And', 'CC'), ('in', 'IN'), ('the', 'DT'), ('wretched', 'JJ'), ('state', 'NN'), ('of', 'IN'), ('his', 'PRP$'), ('own', 'JJ'), ('finances', 'NNS'), (',', ','), ('there', 'EX'), ('was', 'VBD'), ('a', 'DT'), ('very', 'RB'), ('powerful', 'JJ'), ('motive', 'JJ'), ('for', 'IN'), ('secrecy', 'NN'), (',', ','), ('in', 'IN'), ('addition', 'NN'), ('to', 'TO'), ('his', 'PRP$'), ('fear', 'NN'), ('of', 'IN'), ('discovery', 'NN'), ('by', 'IN'), ('Lydia', 'NNP'), (""'"", 'POS'), ('s', 'NNS'), ('relations', 'NNS'), (',', ','), ('for', 'IN'), ('it', 'PRP'), ('had', 'VBD'), ('just', 'RB'), ('transpired', 'VBN'), ('that', 'IN'), ('he', 'PRP'), ('had', 'VBD'), ('left', 'VBN'), ('gaming', 'VBG'), ('debts', 'NNS'), ('behind', 'IN'), ('him', 'PRP'), ('to', 'TO'), ('a', 'DT'), ('very', 'RB'), ('considerable', 'JJ'), ('amount', 'NN'), ('.', '.')]"
4285,48,43,18,,5,3,3,0,4,1,1,1,1,Colonel Forster believed that more than a thousand pounds would be necessary to clear his expenses at Brighton.,"[('Colonel', 'NNP'), ('Forster', 'NNP'), ('believed', 'VBD'), ('that', 'IN'), ('more', 'JJR'), ('than', 'IN'), ('a', 'DT'), ('thousand', 'NN'), ('pounds', 'VBZ'), ('would', 'MD'), ('be', 'VB'), ('necessary', 'JJ'), ('to', 'TO'), ('clear', 'JJ'), ('his', 'PRP$'), ('expenses', 'NNS'), ('at', 'IN'), ('Brighton', 'NNP'), ('.', '.')]"
4286,48,44,16,,3,2,2,2,3,3,2,1,0,"He owed a good deal in town, but his debts of honour were still more formidable.","[('He', 'PRP'), ('owed', 'VBD'), ('a', 'DT'), ('good', 'JJ'), ('deal', 'NN'), ('in', 'IN'), ('town', 'NN'), (',', ','), ('but', 'CC'), ('his', 'PRP$'), ('debts', 'NNS'), ('of', 'IN'), ('honour', 'PRP$'), ('were', 'VBD'), ('still', 'RB'), ('more', 'RBR'), ('formidable', 'JJ'), ('.', '.')]"
4287,48,45,13,,5,3,0,1,2,0,2,2,0,Mr. Gardiner did not attempt to conceal these particulars from the Longbourn family.,"[('Mr', 'NNP'), ('.', '.'), ('Gardiner', 'NNP'), ('did', 'VBD'), ('not', 'RB'), ('attempt', 'VB'), ('to', 'TO'), ('conceal', 'VB'), ('these', 'DT'), ('particulars', 'NNS'), ('from', 'IN'), ('the', 'DT'), ('Longbourn', 'NNP'), ('family', 'NN'), ('.', '.')]"
4288,48,46,5,,2,1,0,0,1,1,1,0,0,Jane heard them with horror.,"[('Jane', 'NNP'), ('heard', 'VBD'), ('them', 'PRP'), ('with', 'IN'), ('horror', 'NN'), ('.', '.')]"
4289,48,47,2,,2,0,0,0,0,0,1,1,0,"""A gamester!""","[('""', 'NN'), ('A', 'DT'), ('gamester', 'NN'), ('!""', ':')]"
4290,48,48,2,,0,1,0,0,0,1,1,0,0,she cried.,"[('she', 'PRP'), ('cried', 'VBD'), ('.', '.')]"
4291,48,49,4,,1,2,0,1,0,0,1,1,0,"""This is wholly unexpected.","[('""', 'NN'), ('This', 'DT'), ('is', 'VBZ'), ('wholly', 'RB'), ('unexpected', 'VBN'), ('.', '.')]"
4292,48,50,7,,1,1,0,1,1,2,1,1,0,"I had not an idea of it.""","[('I', 'PRP'), ('had', 'VBD'), ('not', 'RB'), ('an', 'DT'), ('idea', 'NN'), ('of', 'IN'), ('it', 'PRP'), ('.""', ':')]"
4293,48,51,23,,7,4,1,0,5,3,4,1,2,"Mr. Gardiner added in his letter, that they might expect to see their father at home on the following day, which was Saturday.","[('Mr', 'NNP'), ('.', '.'), ('Gardiner', 'NNP'), ('added', 'VBD'), ('in', 'IN'), ('his', 'PRP$'), ('letter', 'NN'), (',', ','), ('that', 'IN'), ('they', 'PRP'), ('might', 'MD'), ('expect', 'VB'), ('to', 'TO'), ('see', 'VB'), ('their', 'PRP$'), ('father', 'NN'), ('at', 'IN'), ('home', 'NN'), ('on', 'IN'), ('the', 'DT'), ('following', 'JJ'), ('day', 'NN'), (',', ','), ('which', 'WDT'), ('was', 'VBD'), ('Saturday', 'NNP'), ('.', '.')]"
4294,48,52,45,,11,9,1,1,11,8,6,2,3,"Rendered spiritless by the ill-success of all their endeavours, he had yielded to his brother-in-law's entreaty that he would return to his family, and leave it to him to do whatever occasion might suggest to be advisable for continuing their pursuit.","[('Rendered', 'NNP'), ('spiritless', 'NN'), ('by', 'IN'), ('the', 'DT'), ('ill', 'NN'), ('-', ':'), ('success', 'NN'), ('of', 'IN'), ('all', 'DT'), ('their', 'PRP$'), ('endeavours', 'NNS'), (',', ','), ('he', 'PRP'), ('had', 'VBD'), ('yielded', 'VBN'), ('to', 'TO'), ('his', 'PRP$'), ('brother', 'NN'), ('-', ':'), ('in', 'IN'), ('-', ':'), ('law', 'NN'), (""'"", ""''""), ('s', 'NNS'), ('entreaty', 'NN'), ('that', 'IN'), ('he', 'PRP'), ('would', 'MD'), ('return', 'VB'), ('to', 'TO'), ('his', 'PRP$'), ('family', 'NN'), (',', ','), ('and', 'CC'), ('leave', 'VB'), ('it', 'PRP'), ('to', 'TO'), ('him', 'PRP'), ('to', 'TO'), ('do', 'VB'), ('whatever', 'RB'), ('occasion', 'VB'), ('might', 'MD'), ('suggest', 'VB'), ('to', 'TO'), ('be', 'VB'), ('advisable', 'JJ'), ('for', 'IN'), ('continuing', 'VBG'), ('their', 'PRP$'), ('pursuit', 'NN'), ('.', '.')]"
4295,48,53,28,,7,7,0,4,4,5,4,1,0,"When Mrs. Bennet was told of this, she did not express so much satisfaction as her children expected, considering what her anxiety for his life had been before.","[('When', 'WRB'), ('Mrs', 'NNP'), ('.', '.'), ('Bennet', 'NNP'), ('was', 'VBD'), ('told', 'VBN'), ('of', 'IN'), ('this', 'DT'), (',', ','), ('she', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('express', 'NN'), ('so', 'RB'), ('much', 'RB'), ('satisfaction', 'NN'), ('as', 'IN'), ('her', 'PRP$'), ('children', 'NNS'), ('expected', 'VBN'), (',', ','), ('considering', 'VBG'), ('what', 'WP'), ('her', 'PRP$'), ('anxiety', 'NN'), ('for', 'IN'), ('his', 'PRP$'), ('life', 'NN'), ('had', 'VBD'), ('been', 'VBN'), ('before', 'IN'), ('.', '.')]"
4296,48,54,9,,4,2,1,0,2,2,2,0,0,"""What, is he coming home, and without poor Lydia?""","[('""', 'NN'), ('What', 'WP'), (',', ','), ('is', 'VBZ'), ('he', 'PRP'), ('coming', 'VBG'), ('home', 'NN'), (',', ','), ('and', 'CC'), ('without', 'IN'), ('poor', 'JJ'), ('Lydia', 'NNP'), ('?""', 'NNP')]"
4297,48,55,2,,0,1,0,0,0,1,1,0,0,she cried.,"[('she', 'PRP'), ('cried', 'VBD'), ('.', '.')]"
4298,48,56,11,,2,3,0,2,1,3,1,0,1,"""Sure he will not leave London before he has found them.","[('""', 'NN'), ('Sure', 'RB'), ('he', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('leave', 'VB'), ('London', 'NNP'), ('before', 'IN'), ('he', 'PRP'), ('has', 'VBZ'), ('found', 'VBN'), ('them', 'PRP'), ('.', '.')]"
4299,48,57,14,,2,4,0,1,3,4,3,0,0,"Who is to fight Wickham, and make him marry her, if he comes away?""","[('Who', 'WP'), ('is', 'VBZ'), ('to', 'TO'), ('fight', 'NN'), ('Wickham', 'NNP'), (',', ','), ('and', 'CC'), ('make', 'VB'), ('him', 'PRP'), ('marry', 'VB'), ('her', 'PRP$'), (',', ','), ('if', 'IN'), ('he', 'PRP'), ('comes', 'VBZ'), ('away', 'RB'), ('?""', ':')]"
