seq,chapter,sentence,slen,note,noun,verb,adj,adv,con,pron,punct,dt,other,text,pos
3113,28,206,12,,3,1,0,1,4,1,4,1,1,"Yet could I, in justice, or even in possibility, refuse this demand?","[('Yet', 'CC'), ('could', 'MD'), ('I', 'PRP'), (',', ','), ('in', 'IN'), ('justice', 'NN'), (',', ','), ('or', 'CC'), ('even', 'RB'), ('in', 'IN'), ('possibility', 'NN'), (',', ','), ('refuse', 'VBP'), ('this', 'DT'), ('demand', 'NN'), ('?', '.')]"
3114,28,207,36,,5,10,3,5,7,6,7,0,0,"I hesitated before I answered, when Frankenstein, who had at first been silent, and indeed appeared hardly to have force enough to attend, now roused himself; his eyes sparkled, and his cheeks flushed with momentary vigour.","[('I', 'PRP'), ('hesitated', 'VBD'), ('before', 'IN'), ('I', 'PRP'), ('answered', 'VBD'), (',', ','), ('when', 'WRB'), ('Frankenstein', 'NNP'), (',', ','), ('who', 'WP'), ('had', 'VBD'), ('at', 'IN'), ('first', 'JJ'), ('been', 'VBN'), ('silent', 'JJ'), (',', ','), ('and', 'CC'), ('indeed', 'RB'), ('appeared', 'VBD'), ('hardly', 'RB'), ('to', 'TO'), ('have', 'VB'), ('force', 'NN'), ('enough', 'RB'), ('to', 'TO'), ('attend', 'VB'), (',', ','), ('now', 'RB'), ('roused', 'VBN'), ('himself', 'PRP'), (';', ':'), ('his', 'PRP$'), ('eyes', 'NNS'), ('sparkled', 'VBD'), (',', ','), ('and', 'CC'), ('his', 'PRP$'), ('cheeks', 'NNS'), ('flushed', 'VBD'), ('with', 'IN'), ('momentary', 'JJ'), ('vigour', 'NN'), ('.', '.')]"
3115,28,208,10,,4,4,0,0,0,2,3,1,0,"Turning towards the men, he said, ""What do you mean?","[('Turning', 'VBG'), ('towards', 'NNS'), ('the', 'DT'), ('men', 'NNS'), (',', ','), ('he', 'PRP'), ('said', 'VBD'), (',', ','), ('""', 'NNP'), ('What', 'NNP'), ('do', 'VBP'), ('you', 'PRP'), ('mean', 'VB'), ('?', '.')]"
3116,28,209,7,,1,2,0,0,1,3,1,0,0,What do you demand of your captain?,"[('What', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('demand', 'VB'), ('of', 'IN'), ('your', 'PRP$'), ('captain', 'NN'), ('?', '.')]"
3117,28,210,9,,2,1,0,3,1,2,3,0,0,"Are you, then, so easily turned from your design?","[('Are', 'NNP'), ('you', 'PRP'), (',', ','), ('then', 'RB'), (',', ','), ('so', 'RB'), ('easily', 'RB'), ('turned', 'VBN'), ('from', 'IN'), ('your', 'PRP$'), ('design', 'NN'), ('?', '.')]"
3118,28,211,8,,2,1,1,1,0,1,1,2,0,Did you not call this a glorious expedition?,"[('Did', 'NNP'), ('you', 'PRP'), ('not', 'RB'), ('call', 'VBP'), ('this', 'DT'), ('a', 'DT'), ('glorious', 'JJ'), ('expedition', 'NN'), ('?', '.')]"
3119,28,212,5,,1,3,0,0,1,1,1,0,0,"""And wherefore was it glorious?","[('""', 'NN'), ('And', 'CC'), ('wherefore', 'VB'), ('was', 'VBD'), ('it', 'PRP'), ('glorious', 'VBZ'), ('?', '.')]"
3120,28,213,51,,9,10,6,1,16,5,5,4,0,"Not because the way was smooth and placid as a southern sea, but because it was full of dangers and terror, because at every new incident your fortitude was to be called forth and your courage exhibited, because danger and death surrounded it, and these you were to brave and overcome.","[('Not', 'RB'), ('because', 'IN'), ('the', 'DT'), ('way', 'NN'), ('was', 'VBD'), ('smooth', 'JJ'), ('and', 'CC'), ('placid', 'JJ'), ('as', 'IN'), ('a', 'DT'), ('southern', 'NN'), ('sea', 'NN'), (',', ','), ('but', 'CC'), ('because', 'IN'), ('it', 'PRP'), ('was', 'VBD'), ('full', 'JJ'), ('of', 'IN'), ('dangers', 'NNS'), ('and', 'CC'), ('terror', 'NN'), (',', ','), ('because', 'IN'), ('at', 'IN'), ('every', 'DT'), ('new', 'JJ'), ('incident', 'NN'), ('your', 'PRP$'), ('fortitude', 'NN'), ('was', 'VBD'), ('to', 'TO'), ('be', 'VB'), ('called', 'VBN'), ('forth', 'JJ'), ('and', 'CC'), ('your', 'PRP$'), ('courage', 'NN'), ('exhibited', 'VBD'), (',', ','), ('because', 'IN'), ('danger', 'JJR'), ('and', 'CC'), ('death', 'NN'), ('surrounded', 'VBD'), ('it', 'PRP'), (',', ','), ('and', 'CC'), ('these', 'DT'), ('you', 'PRP'), ('were', 'VBD'), ('to', 'TO'), ('brave', 'VB'), ('and', 'CC'), ('overcome', 'VB'), ('.', '.')]"
3121,28,214,13,,1,2,2,0,2,2,2,4,0,"For this was it a glorious, for this was it an honourable undertaking.","[('For', 'IN'), ('this', 'DT'), ('was', 'VBD'), ('it', 'PRP'), ('a', 'DT'), ('glorious', 'JJ'), (',', ','), ('for', 'IN'), ('this', 'DT'), ('was', 'VBD'), ('it', 'PRP'), ('an', 'DT'), ('honourable', 'JJ'), ('undertaking', 'NN'), ('.', '.')]"
3122,28,215,30,,8,6,0,1,8,5,2,2,0,"You were hereafter to be hailed as the benefactors of your species, your names adored as belonging to brave men who encountered death for honour and the benefit of mankind.","[('You', 'PRP'), ('were', 'VBD'), ('hereafter', 'RB'), ('to', 'TO'), ('be', 'VB'), ('hailed', 'VBN'), ('as', 'IN'), ('the', 'DT'), ('benefactors', 'NNS'), ('of', 'IN'), ('your', 'PRP$'), ('species', 'NNS'), (',', ','), ('your', 'PRP$'), ('names', 'NNS'), ('adored', 'VBD'), ('as', 'IN'), ('belonging', 'NN'), ('to', 'TO'), ('brave', 'VB'), ('men', 'NNS'), ('who', 'WP'), ('encountered', 'VBN'), ('death', 'NN'), ('for', 'IN'), ('honour', 'PRP$'), ('and', 'CC'), ('the', 'DT'), ('benefit', 'NN'), ('of', 'IN'), ('mankind', 'NN'), ('.', '.')]"
3123,28,216,57,,10,9,7,6,15,6,10,2,2,"And now, behold, with the first imagination of danger, or, if you will, the first mighty and terrific trial of your courage, you shrink away and are content to be handed down as men who had not strength enough to endure cold and peril; and so, poor souls, they were chilly and returned to their warm firesides.","[('And', 'CC'), ('now', 'RB'), (',', ','), ('behold', 'VBD'), (',', ','), ('with', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('imagination', 'NN'), ('of', 'IN'), ('danger', 'JJR'), (',', ','), ('or', 'CC'), (',', ','), ('if', 'IN'), ('you', 'PRP'), ('will', 'MD'), (',', ','), ('the', 'DT'), ('first', 'JJ'), ('mighty', 'NN'), ('and', 'CC'), ('terrific', 'JJ'), ('trial', 'NN'), ('of', 'IN'), ('your', 'PRP$'), ('courage', 'NN'), (',', ','), ('you', 'PRP'), ('shrink', 'VBP'), ('away', 'RB'), ('and', 'CC'), ('are', 'VBP'), ('content', 'JJ'), ('to', 'TO'), ('be', 'VB'), ('handed', 'VBN'), ('down', 'RP'), ('as', 'IN'), ('men', 'NNS'), ('who', 'WP'), ('had', 'VBD'), ('not', 'RB'), ('strength', 'NN'), ('enough', 'RB'), ('to', 'TO'), ('endure', 'VB'), ('cold', 'JJ'), ('and', 'CC'), ('peril', 'NN'), (';', ':'), ('and', 'CC'), ('so', 'RB'), (',', ','), ('poor', 'JJ'), ('souls', 'NNS'), (',', ','), ('they', 'PRP'), ('were', 'VBD'), ('chilly', 'RB'), ('and', 'CC'), ('returned', 'VBD'), ('to', 'TO'), ('their', 'PRP$'), ('warm', 'NN'), ('firesides', 'NNS'), ('.', '.')]"
3124,28,217,28,,7,6,0,6,4,1,3,4,0,"Why, that requires not this preparation; ye need not have come thus far and dragged your captain to the shame of a defeat merely to prove yourselves cowards.","[('Why', 'WRB'), (',', ','), ('that', 'DT'), ('requires', 'VBZ'), ('not', 'RB'), ('this', 'DT'), ('preparation', 'NN'), (';', ':'), ('ye', 'NN'), ('need', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('come', 'VBN'), ('thus', 'RB'), ('far', 'RB'), ('and', 'CC'), ('dragged', 'VBD'), ('your', 'PRP$'), ('captain', 'NN'), ('to', 'TO'), ('the', 'DT'), ('shame', 'NN'), ('of', 'IN'), ('a', 'DT'), ('defeat', 'NN'), ('merely', 'RB'), ('to', 'TO'), ('prove', 'VB'), ('yourselves', 'NNS'), ('cowards', 'NNS'), ('.', '.')]"
3125,28,218,1,,0,0,0,0,0,0,0,0,2,Oh!,"[('Oh', 'UH'), ('!', '``')]"
3126,28,219,7,,1,3,0,1,2,0,2,0,0,"Be men, or be more than men.","[('Be', 'VB'), ('men', 'VBN'), (',', ','), ('or', 'CC'), ('be', 'VB'), ('more', 'RBR'), ('than', 'IN'), ('men', 'NNS'), ('.', '.')]"
3127,28,220,10,,3,1,1,0,3,1,1,1,0,Be steady to your purposes and firm as a rock.,"[('Be', 'VB'), ('steady', 'JJ'), ('to', 'TO'), ('your', 'PRP$'), ('purposes', 'NNS'), ('and', 'CC'), ('firm', 'NN'), ('as', 'IN'), ('a', 'DT'), ('rock', 'NN'), ('.', '.')]"
3128,28,221,27,,3,6,2,3,5,5,2,1,2,This ice is not made of such stuff as your hearts may be; it is mutable and cannot withstand you if you say that it shall not.,"[('This', 'DT'), ('ice', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('made', 'VBN'), ('of', 'IN'), ('such', 'JJ'), ('stuff', 'NN'), ('as', 'IN'), ('your', 'PRP$'), ('hearts', 'NNS'), ('may', 'MD'), ('be', 'VB'), (';', ':'), ('it', 'PRP'), ('is', 'VBZ'), ('mutable', 'JJ'), ('and', 'CC'), ('cannot', 'RB'), ('withstand', 'VBP'), ('you', 'PRP'), ('if', 'IN'), ('you', 'PRP'), ('say', 'VBP'), ('that', 'IN'), ('it', 'PRP'), ('shall', 'MD'), ('not', 'RB'), ('.', '.')]"
3129,28,222,15,,5,2,0,1,4,2,1,1,0,Do not return to your families with the stigma of disgrace marked on your brows.,"[('Do', 'NNP'), ('not', 'RB'), ('return', 'VB'), ('to', 'TO'), ('your', 'PRP$'), ('families', 'NNS'), ('with', 'IN'), ('the', 'DT'), ('stigma', 'NN'), ('of', 'IN'), ('disgrace', 'NN'), ('marked', 'VBD'), ('on', 'IN'), ('your', 'PRP$'), ('brows', 'NNS'), ('.', '.')]"
3130,28,223,22,,4,5,0,2,5,5,1,1,0,"Return as heroes who have fought and conquered and who know not what it is to turn their backs on the foe.""","[('Return', 'NNP'), ('as', 'IN'), ('heroes', 'NNS'), ('who', 'WP'), ('have', 'VBP'), ('fought', 'VBN'), ('and', 'CC'), ('conquered', 'VBN'), ('and', 'CC'), ('who', 'WP'), ('know', 'RB'), ('not', 'RB'), ('what', 'WP'), ('it', 'PRP'), ('is', 'VBZ'), ('to', 'TO'), ('turn', 'VB'), ('their', 'PRP$'), ('backs', 'NNS'), ('on', 'IN'), ('the', 'DT'), ('foe', 'NN'), ('.""', ':')]"
3131,28,224,35,,7,6,3,0,10,3,3,5,1,"He spoke this with a voice so modulated to the different feelings expressed in his speech, with an eye so full of lofty design and heroism, that can you wonder that these men were moved?","[('He', 'PRP'), ('spoke', 'VBD'), ('this', 'DT'), ('with', 'IN'), ('a', 'DT'), ('voice', 'NN'), ('so', 'IN'), ('modulated', 'VBN'), ('to', 'TO'), ('the', 'DT'), ('different', 'JJ'), ('feelings', 'NNS'), ('expressed', 'VBN'), ('in', 'IN'), ('his', 'PRP$'), ('speech', 'NN'), (',', ','), ('with', 'IN'), ('an', 'DT'), ('eye', 'NN'), ('so', 'IN'), ('full', 'JJ'), ('of', 'IN'), ('lofty', 'JJ'), ('design', 'NN'), ('and', 'CC'), ('heroism', 'NN'), (',', ','), ('that', 'IN'), ('can', 'MD'), ('you', 'PRP'), ('wonder', 'VB'), ('that', 'IN'), ('these', 'DT'), ('men', 'NNS'), ('were', 'VBD'), ('moved', 'VBN'), ('?', '.')]"
3132,28,225,10,,0,2,1,1,3,1,1,1,1,They looked at one another and were unable to reply.,"[('They', 'PRP'), ('looked', 'VBD'), ('at', 'IN'), ('one', 'CD'), ('another', 'DT'), ('and', 'CC'), ('were', 'VBD'), ('unable', 'JJ'), ('to', 'TO'), ('reply', 'RB'), ('.', '.')]"
3133,28,226,39,,3,11,2,2,9,9,6,1,2,"I spoke; I told them to retire and consider of what had been said, that I would not lead them farther north if they strenuously desired the contrary, but that I hoped that, with reflection, their courage would return.","[('I', 'PRP'), ('spoke', 'VBP'), (';', ':'), ('I', 'PRP'), ('told', 'VBD'), ('them', 'PRP'), ('to', 'TO'), ('retire', 'VB'), ('and', 'CC'), ('consider', 'VB'), ('of', 'IN'), ('what', 'WP'), ('had', 'VBD'), ('been', 'VBN'), ('said', 'VBN'), (',', ','), ('that', 'IN'), ('I', 'PRP'), ('would', 'MD'), ('not', 'RB'), ('lead', 'VB'), ('them', 'PRP'), ('farther', 'JJR'), ('north', 'JJ'), ('if', 'IN'), ('they', 'PRP'), ('strenuously', 'RB'), ('desired', 'VBD'), ('the', 'DT'), ('contrary', 'NN'), (',', ','), ('but', 'CC'), ('that', 'IN'), ('I', 'PRP'), ('hoped', 'VBD'), ('that', 'IN'), (',', ','), ('with', 'IN'), ('reflection', 'NN'), (',', ','), ('their', 'PRP$'), ('courage', 'NN'), ('would', 'MD'), ('return', 'VB'), ('.', '.')]"
3134,28,227,19,,5,4,0,1,5,4,2,0,0,"They retired and I turned towards my friend, but he was sunk in languor and almost deprived of life.","[('They', 'PRP'), ('retired', 'VBD'), ('and', 'CC'), ('I', 'PRP'), ('turned', 'VBD'), ('towards', 'NNS'), ('my', 'PRP$'), ('friend', 'NN'), (',', ','), ('but', 'CC'), ('he', 'PRP'), ('was', 'VBD'), ('sunk', 'NN'), ('in', 'IN'), ('languor', 'NN'), ('and', 'CC'), ('almost', 'RB'), ('deprived', 'VBD'), ('of', 'IN'), ('life', 'NN'), ('.', '.')]"
3135,28,228,19,,2,5,0,4,2,3,4,2,1,"How all this will terminate, I know not, but I had rather die than return shamefully, my purpose unfulfilled.","[('How', 'WRB'), ('all', 'DT'), ('this', 'DT'), ('will', 'MD'), ('terminate', 'VB'), (',', ','), ('I', 'PRP'), ('know', 'VBP'), ('not', 'RB'), (',', ','), ('but', 'CC'), ('I', 'PRP'), ('had', 'VBD'), ('rather', 'RB'), ('die', 'VB'), ('than', 'IN'), ('return', 'NN'), ('shamefully', 'RB'), (',', ','), ('my', 'PRP$'), ('purpose', 'NN'), ('unfulfilled', 'VBD'), ('.', '.')]"
3136,28,229,26,,6,5,1,2,5,4,4,1,2,"Yet I fear such will be my fate; the men, unsupported by ideas of glory and honour, can never willingly continue to endure their present hardships.","[('Yet', 'CC'), ('I', 'PRP'), ('fear', 'VBP'), ('such', 'JJ'), ('will', 'MD'), ('be', 'VB'), ('my', 'PRP$'), ('fate', 'NN'), (';', ':'), ('the', 'DT'), ('men', 'NNS'), (',', ','), ('unsupported', 'VBD'), ('by', 'IN'), ('ideas', 'NNS'), ('of', 'IN'), ('glory', 'NN'), ('and', 'CC'), ('honour', 'PRP$'), (',', ','), ('can', 'MD'), ('never', 'RB'), ('willingly', 'RB'), ('continue', 'VB'), ('to', 'TO'), ('endure', 'VB'), ('their', 'PRP$'), ('present', 'NN'), ('hardships', 'NNS'), ('.', '.')]"
3137,28,230,16,,3,7,0,1,2,2,2,0,1,September 7th The die is cast; I have consented to return if we are not destroyed.,"[('September', 'NNP'), ('7th', 'CD'), ('The', 'NNP'), ('die', 'NN'), ('is', 'VBZ'), ('cast', 'VBN'), (';', ':'), ('I', 'PRP'), ('have', 'VBP'), ('consented', 'VBN'), ('to', 'TO'), ('return', 'VB'), ('if', 'IN'), ('we', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('destroyed', 'VBN'), ('.', '.')]"
3138,28,231,15,,3,3,2,2,3,2,2,0,0,Thus are my hopes blasted by cowardice and indecision; I come back ignorant and disappointed.,"[('Thus', 'RB'), ('are', 'VBP'), ('my', 'PRP$'), ('hopes', 'NNS'), ('blasted', 'VBN'), ('by', 'IN'), ('cowardice', 'NN'), ('and', 'CC'), ('indecision', 'NN'), (';', ':'), ('I', 'PRP'), ('come', 'VBP'), ('back', 'RB'), ('ignorant', 'JJ'), ('and', 'CC'), ('disappointed', 'JJ'), ('.', '.')]"
3139,28,232,13,,3,3,1,0,3,2,1,1,0,It requires more philosophy than I possess to bear this injustice with patience.,"[('It', 'PRP'), ('requires', 'VBZ'), ('more', 'JJR'), ('philosophy', 'NN'), ('than', 'IN'), ('I', 'PRP'), ('possess', 'VBP'), ('to', 'TO'), ('bear', 'VB'), ('this', 'DT'), ('injustice', 'NN'), ('with', 'IN'), ('patience', 'NN'), ('.', '.')]"
3140,28,233,10,,2,3,1,0,1,2,2,0,1,September 12th It is past; I am returning to England.,"[('September', 'NNP'), ('12th', 'CD'), ('It', 'PRP'), ('is', 'VBZ'), ('past', 'JJ'), (';', ':'), ('I', 'PRP'), ('am', 'VBP'), ('returning', 'VBG'), ('to', 'TO'), ('England', 'NNP'), ('.', '.')]"
3141,28,234,14,,4,4,0,0,2,4,2,0,0,I have lost my hopes of utility and glory; I have lost my friend.,"[('I', 'PRP'), ('have', 'VBP'), ('lost', 'VBN'), ('my', 'PRP$'), ('hopes', 'NNS'), ('of', 'IN'), ('utility', 'NN'), ('and', 'CC'), ('glory', 'NN'), (';', ':'), ('I', 'PRP'), ('have', 'VBP'), ('lost', 'VBN'), ('my', 'PRP$'), ('friend', 'NN'), ('.', '.')]"
3142,28,235,28,,6,5,1,1,6,6,4,1,2,"But I will endeavour to detail these bitter circumstances to you, my dear sister; and while I am wafted towards England and towards you, I will not despond.","[('But', 'CC'), ('I', 'PRP'), ('will', 'MD'), ('endeavour', 'VB'), ('to', 'TO'), ('detail', 'VB'), ('these', 'DT'), ('bitter', 'JJ'), ('circumstances', 'NNS'), ('to', 'TO'), ('you', 'PRP'), (',', ','), ('my', 'PRP$'), ('dear', 'NN'), ('sister', 'NN'), (';', ':'), ('and', 'CC'), ('while', 'IN'), ('I', 'PRP'), ('am', 'VBP'), ('wafted', 'VBN'), ('towards', 'NNS'), ('England', 'NNP'), ('and', 'CC'), ('towards', 'NNS'), ('you', 'PRP'), (',', ','), ('I', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('despond', 'VB'), ('.', '.')]"
3143,28,236,25,,7,6,0,0,7,0,3,4,1,"September 9th, the ice began to move, and roarings like thunder were heard at a distance as the islands split and cracked in every direction.","[('September', 'NNP'), ('9th', 'CD'), (',', ','), ('the', 'DT'), ('ice', 'NN'), ('began', 'VBD'), ('to', 'TO'), ('move', 'VB'), (',', ','), ('and', 'CC'), ('roarings', 'NNS'), ('like', 'IN'), ('thunder', 'NN'), ('were', 'VBD'), ('heard', 'VBN'), ('at', 'IN'), ('a', 'DT'), ('distance', 'NN'), ('as', 'IN'), ('the', 'DT'), ('islands', 'NNS'), ('split', 'VBP'), ('and', 'CC'), ('cracked', 'VBN'), ('in', 'IN'), ('every', 'DT'), ('direction', 'NN'), ('.', '.')]"
3144,28,237,38,,7,8,3,3,6,7,3,2,2,"We were in the most imminent peril, but as we could only remain passive, my chief attention was occupied by my unfortunate guest whose illness increased in such a degree that he was entirely confined to his bed.","[('We', 'PRP'), ('were', 'VBD'), ('in', 'IN'), ('the', 'DT'), ('most', 'RBS'), ('imminent', 'JJ'), ('peril', 'NN'), (',', ','), ('but', 'CC'), ('as', 'IN'), ('we', 'PRP'), ('could', 'MD'), ('only', 'RB'), ('remain', 'VB'), ('passive', 'JJ'), (',', ','), ('my', 'PRP$'), ('chief', 'NN'), ('attention', 'NN'), ('was', 'VBD'), ('occupied', 'VBN'), ('by', 'IN'), ('my', 'PRP$'), ('unfortunate', 'NN'), ('guest', 'NN'), ('whose', 'WP$'), ('illness', 'NN'), ('increased', 'VBD'), ('in', 'IN'), ('such', 'JJ'), ('a', 'DT'), ('degree', 'NN'), ('that', 'WDT'), ('he', 'PRP'), ('was', 'VBD'), ('entirely', 'RB'), ('confined', 'VBN'), ('to', 'TO'), ('his', 'PRP$'), ('bed', 'VBN'), ('.', '.')]"
3145,28,238,31,,9,4,3,1,6,1,3,7,0,"The ice cracked behind us and was driven with force towards the north; a breeze sprang from the west, and on the 11th the passage towards the south became perfectly free.","[('The', 'DT'), ('ice', 'NN'), ('cracked', 'VBD'), ('behind', 'IN'), ('us', 'PRP'), ('and', 'CC'), ('was', 'VBD'), ('driven', 'VBN'), ('with', 'IN'), ('force', 'NN'), ('towards', 'NNS'), ('the', 'DT'), ('north', 'JJ'), (';', ':'), ('a', 'DT'), ('breeze', 'NN'), ('sprang', 'NN'), ('from', 'IN'), ('the', 'DT'), ('west', 'NN'), (',', ','), ('and', 'CC'), ('on', 'IN'), ('the', 'DT'), ('11th', 'JJ'), ('the', 'DT'), ('passage', 'NN'), ('towards', 'NNS'), ('the', 'DT'), ('south', 'NN'), ('became', 'VBD'), ('perfectly', 'RB'), ('free', 'JJ'), ('.', '.')]"
3146,28,239,28,,6,5,2,3,6,3,4,3,0,"When the sailors saw this and that their return to their native country was apparently assured, a shout of tumultuous joy broke from them, loud and long-continued.","[('When', 'WRB'), ('the', 'DT'), ('sailors', 'NNS'), ('saw', 'VBD'), ('this', 'DT'), ('and', 'CC'), ('that', 'IN'), ('their', 'PRP$'), ('return', 'NN'), ('to', 'TO'), ('their', 'PRP$'), ('native', 'JJ'), ('country', 'NN'), ('was', 'VBD'), ('apparently', 'RB'), ('assured', 'VBN'), (',', ','), ('a', 'DT'), ('shout', 'NN'), ('of', 'IN'), ('tumultuous', 'JJ'), ('joy', 'NN'), ('broke', 'NN'), ('from', 'IN'), ('them', 'PRP'), (',', ','), ('loud', 'VBP'), ('and', 'CC'), ('long', 'RB'), ('-', ':'), ('continued', 'VBN'), ('.', '.')]"
3147,28,240,12,,4,3,0,0,2,1,3,2,0,"Frankenstein, who was dozing, awoke and asked the cause of the tumult.","[('Frankenstein', 'NNP'), (',', ','), ('who', 'WP'), ('was', 'VBD'), ('dozing', 'VBG'), (',', ','), ('awoke', 'NN'), ('and', 'CC'), ('asked', 'VBD'), ('the', 'DT'), ('cause', 'NN'), ('of', 'IN'), ('the', 'DT'), ('tumult', 'NN'), ('.', '.')]"
3148,28,241,11,,4,2,0,1,3,3,1,0,2,"""They shout,"" I said, ""because they will soon return to England.""","[('""', 'NN'), ('They', 'PRP'), ('shout', 'IN'), (',""', 'CD'), ('I', 'PRP'), ('said', 'VBD'), (',', ','), ('""', 'NNP'), ('because', 'IN'), ('they', 'PRP'), ('will', 'MD'), ('soon', 'RB'), ('return', 'VB'), ('to', 'TO'), ('England', 'NNP'), ('.""', 'NNP')]"
3149,28,242,5,,1,2,0,2,0,1,3,0,0,"""Do you, then, really return?""","[('""', 'NN'), ('Do', 'VBP'), ('you', 'PRP'), (',', ','), ('then', 'RB'), (',', ','), ('really', 'RB'), ('return', 'VBP'), ('?""', ':')]"
3150,28,243,1,,2,0,0,0,0,0,1,0,0,"""Alas!","[('""', 'NN'), ('Alas', 'NNP'), ('!', '.')]"
3151,28,244,6,,3,1,0,0,0,2,2,0,0,Yes; I cannot withstand their demands.,"[('Yes', 'NNS'), (';', ':'), ('I', 'PRP'), ('cannot', 'VBP'), ('withstand', 'NN'), ('their', 'PRP$'), ('demands', 'NNS'), ('.', '.')]"
3152,28,245,11,,0,3,0,2,2,3,2,0,1,"I cannot lead them unwillingly to danger, and I must return.""","[('I', 'PRP'), ('cannot', 'VBD'), ('lead', 'RB'), ('them', 'PRP'), ('unwillingly', 'RB'), ('to', 'TO'), ('danger', 'VB'), (',', ','), ('and', 'CC'), ('I', 'PRP'), ('must', 'MD'), ('return', 'VB'), ('.""', ':')]"
3153,28,246,9,,1,1,0,2,2,2,3,0,2,"""Do so, if you will; but I will not.","[('""', 'NN'), ('Do', 'VBP'), ('so', 'RB'), (',', ','), ('if', 'IN'), ('you', 'PRP'), ('will', 'MD'), (';', ':'), ('but', 'CC'), ('I', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('.', '.')]"
3154,28,247,18,,1,4,1,2,4,4,3,0,2,"You may give up your purpose, but mine is assigned to me by heaven, and I dare not.","[('You', 'PRP'), ('may', 'MD'), ('give', 'VB'), ('up', 'RP'), ('your', 'PRP$'), ('purpose', 'NN'), (',', ','), ('but', 'CC'), ('mine', 'JJ'), ('is', 'VBZ'), ('assigned', 'VBN'), ('to', 'TO'), ('me', 'PRP'), ('by', 'IN'), ('heaven', 'RB'), (',', ','), ('and', 'CC'), ('I', 'PRP'), ('dare', 'VBP'), ('not', 'RB'), ('.', '.')]"
3155,28,248,17,,4,2,2,1,2,4,2,1,1,"I am weak, but surely the spirits who assist my vengeance will endow me with sufficient strength.""","[('I', 'PRP'), ('am', 'VBP'), ('weak', 'JJ'), (',', ','), ('but', 'CC'), ('surely', 'RB'), ('the', 'DT'), ('spirits', 'NNS'), ('who', 'WP'), ('assist', 'NN'), ('my', 'PRP$'), ('vengeance', 'NN'), ('will', 'MD'), ('endow', 'VB'), ('me', 'PRP'), ('with', 'IN'), ('sufficient', 'JJ'), ('strength', 'NN'), ('.""', ':')]"
3156,28,249,22,,2,6,1,1,5,3,4,3,1,"Saying this, he endeavoured to spring from the bed, but the exertion was too great for him; he fell back and fainted.","[('Saying', 'VBG'), ('this', 'DT'), (',', ','), ('he', 'PRP'), ('endeavoured', 'VBD'), ('to', 'TO'), ('spring', 'NN'), ('from', 'IN'), ('the', 'DT'), ('bed', 'VBN'), (',', ','), ('but', 'CC'), ('the', 'DT'), ('exertion', 'NN'), ('was', 'VBD'), ('too', 'RB'), ('great', 'JJ'), ('for', 'IN'), ('him', 'PRP'), (';', ':'), ('he', 'PRP'), ('fell', 'VBD'), ('back', 'RP'), ('and', 'CC'), ('fainted', 'VBD'), ('.', '.')]"
3157,28,250,16,,1,5,1,3,3,3,2,0,0,"It was long before he was restored, and I often thought that life was entirely extinct.","[('It', 'PRP'), ('was', 'VBD'), ('long', 'RB'), ('before', 'IN'), ('he', 'PRP'), ('was', 'VBD'), ('restored', 'VBN'), (',', ','), ('and', 'CC'), ('I', 'PRP'), ('often', 'RB'), ('thought', 'VBD'), ('that', 'IN'), ('life', 'NN'), ('was', 'VBD'), ('entirely', 'RB'), ('extinct', 'JJ'), ('.', '.')]"
3158,28,251,15,,3,4,1,0,4,3,2,0,0,At length he opened his eyes; he breathed with difficulty and was unable to speak.,"[('At', 'IN'), ('length', 'NN'), ('he', 'PRP'), ('opened', 'VBD'), ('his', 'PRP$'), ('eyes', 'NNS'), (';', ':'), ('he', 'PRP'), ('breathed', 'VBD'), ('with', 'IN'), ('difficulty', 'NN'), ('and', 'CC'), ('was', 'VBD'), ('unable', 'JJ'), ('to', 'TO'), ('speak', 'VB'), ('.', '.')]"
3159,28,252,14,,2,5,0,0,2,3,1,2,0,The surgeon gave him a composing draught and ordered us to leave him undisturbed.,"[('The', 'DT'), ('surgeon', 'NN'), ('gave', 'VBD'), ('him', 'PRP'), ('a', 'DT'), ('composing', 'VBG'), ('draught', 'NN'), ('and', 'CC'), ('ordered', 'VBN'), ('us', 'PRP'), ('to', 'TO'), ('leave', 'VB'), ('him', 'PRP'), ('undisturbed', 'VBD'), ('.', '.')]"
3160,28,253,16,,3,3,1,2,3,3,1,1,0,In the meantime he told me that my friend had certainly not many hours to live.,"[('In', 'IN'), ('the', 'DT'), ('meantime', 'NN'), ('he', 'PRP'), ('told', 'VBD'), ('me', 'PRP'), ('that', 'IN'), ('my', 'PRP$'), ('friend', 'NN'), ('had', 'VBD'), ('certainly', 'RB'), ('not', 'RB'), ('many', 'JJ'), ('hours', 'NNS'), ('to', 'TO'), ('live', 'VB'), ('.', '.')]"
